"","SPY.Price","XLE.Price","XLY.Price","XLK.Price","XLF.Price","XLU.Price","XLB.Price","XLP.Price","XLI.Price","XLV.Price","SPY.logrtn","XLE.logrtn","XLY.logrtn","XLK.logrtn","XLF.logrtn","XLU.logrtn","XLB.logrtn","XLP.logrtn","XLI.logrtn","XLV.logrtn"
"1",90.987625,32.523407,26.348869,16.82349,18.452677,17.564281,21.161564,14.995958,22.529707,23.952576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",91.418518,32.615978,26.372824,17.020855,18.435493,17.591721,21.291594,15.047133,22.586697,24.191294,0.004724553618912,0.00284224551148204,0.000908734158005853,0.0116632327975683,-0.000931680874546981,0.00156104244005162,0.0061258296319413,0.00340677658602306,0.00252635517278454,0.00991694088591233
"3",91.475975,32.202511,26.396778,17.099808,18.498526,17.476456,21.257374,14.97037,22.551086,24.131607,0.00062830762094368,-0.012757860124716,0.000907871226517809,0.00462787847428547,0.00341327929662993,-0.00657378996889646,-0.00160849999360924,-0.00511456048393732,-0.00157788021571248,-0.00247034135445423
"4",92.237198,32.992432,26.612368,17.36821,18.607407,17.663071,21.483221,15.034347,22.636557,24.288261,0.00828712872436288,0.0242337709558034,0.00813411288257138,0.0155742883297001,0.00586867402042701,0.0106214721912115,0.0105683649033605,0.00426446928031377,0.00378294136424584,0.00647067218713993
"5",92.474182,32.955418,26.883829,17.423477,18.658983,17.553297,21.476379,15.104714,22.821762,24.400146,0.00256599382270473,-0.00112252344501451,0.0101488832947303,0.00317702596522063,0.00276796507145916,-0.00623428035178186,-0.000318531832598445,0.00466949702633279,0.00814838862571188,0.00459596868489998
"6",92.567535,33.313351,26.891821,17.40769,18.676172,17.580742,21.339504,15.066324,22.75765,24.310638,0.00100899418178191,0.010802569178777,0.000297234903114951,-0.000906487059766814,0.000920794420941284,0.00156230290416071,-0.00639367714439043,-0.00254482598300054,-0.00281320181499556,-0.00367508356026525
"7",92.862007,33.455292,27.027554,17.573473,18.779327,17.553297,21.175241,15.079127,22.771896,24.250961,0.00317610931212542,0.00425173277297164,0.00503467581783967,0.00947848653195349,0.00550815039509622,-0.00156230290416071,-0.0077273810475682,0.000849415108753249,0.000625791457042446,-0.0024577868632778
"8",92.495743,33.214596,26.788021,17.478735,18.647524,17.553297,20.880959,15.04074,22.600952,24.228579,-0.00395197370161693,-0.007220562475025,-0.008902054167228,-0.00540554995489462,-0.00704326126010324,0,-0.0139949307407754,-0.00254895021839463,-0.00753511478142732,-0.000923358661828466
"9",92.409554,33.609585,26.796005,17.470848,18.636065,17.674053,20.928869,15.021551,22.522587,24.213661,-0.000932250266926005,0.0118218762812168,0.000297999260417292,-0.000451335864802171,-0.000614694060746768,0.00685583633090259,0.00229180665225925,-0.00127661611725483,-0.00347335694499895,-0.00061590878008877
"10",92.158195,34.350155,26.652277,17.297169,18.441217,17.860676,20.949402,14.963973,22.408619,24.146526,-0.00272376031849397,0.0217952368856493,-0.00537822137846744,-0.0099908168283287,-0.0105104680399122,0.0105037928295206,0.000980604077248426,-0.00384039116783441,-0.00507301070075528,-0.00277645920298442
"11",91.791946,34.066246,26.564455,17.091902,18.389645,17.899094,20.744078,15.027947,22.437115,24.183819,-0.00398205167952881,-0.00829949034215405,-0.00330054388626211,-0.0119380624057182,-0.00280047932113225,0.00214867236454053,-0.00984929345530716,0.00426608880155799,0.00127084568780589,0.00154325434265035
"12",92.143814,34.658726,26.764061,17.241899,18.332333,18.058277,20.963083,15.04074,22.543962,24.310638,0.00382599260988314,0.0172424858545774,0.00748593612267401,0.00873762589268923,-0.00312140302100916,0.00885404218876218,0.0105021299781667,0.000850918483531249,0.00475076223537441,0.0052302591655291
"13",90.463387,34.813011,26.308947,16.79191,17.948385,17.953978,20.607204,14.823219,22.052479,23.848152,-0.018405346870602,0.00444166967208481,-0.0171509086527122,-0.0264451871725808,-0.0211661926976432,-0.00579243324930934,-0.0171222149313186,-0.0145677166792062,-0.0220422476849387,-0.0192073022719876
"14",90.786598,35.195637,26.292976,16.728748,17.99423,17.926538,20.8878,14.83602,22.066738,23.833229,0.0035664702824203,0.0109309298427993,-0.000607240176020429,-0.00376854623509448,0.00255101220998988,-0.00152952122257721,0.0135245330759104,0.000863204938930551,0.000646385020680373,-0.000625946655666176
"15",90.879921,34.985802,26.556467,16.784016,18.074461,18.085716,21.120497,14.887197,22.230556,23.721327,0.00102741009981155,-0.00597980401267995,0.00997146491180123,0.00329832836855237,0.00444879645486518,0.00884027068400073,0.011078734282691,0.00344357413077168,0.00739633201136636,-0.00470626648443639
"16",90.958923,34.251408,26.460646,16.839277,18.108843,17.83872,21.223156,14.9,22.223434,23.691496,0.000868923308495084,-0.0212146486931264,-0.00361472358311499,0.00328706945849166,0.00190043509282534,-0.0137510797426224,0.00484885898428633,0.000859631121949089,-0.000320421184282438,-0.00125835173055666
"17",91.461639,34.362484,26.572432,16.949795,18.418303,17.679548,21.476379,14.931978,22.472733,23.810852,0.00551162946891282,0.00323771451507904,0.00421571478681093,0.00654166495721586,0.0169445159621127,-0.00896288442703375,0.0118608302687977,0.00214387475400413,0.011155389914391,0.00502527795799956
"18",92.30899,34.961128,26.692207,17.13928,18.435493,17.778343,21.626957,15.053536,22.522587,24.086849,0.00922189807736817,0.0172714278456483,0.00449736275818591,0.0111171659281069,0.000932875476200135,0.00557253987036521,0.00698686582191677,0.00810782605911253,0.00221596470035834,0.0115245637663546
"19",92.237198,35.763409,26.628323,17.19453,18.378187,17.657591,21.688538,14.995958,22.572454,23.974955,-0.000778038326335384,0.0226884600262878,-0.00239622639039627,0.00321840469732582,-0.00311330170128254,-0.0068152552370937,0.00284337240006138,-0.00383221564165215,0.00221164097961157,-0.00465626309667488
"20",91.562119,35.584438,26.532515,17.052429,18.309418,17.646606,21.722769,14.925582,22.444248,23.967493,-0.00734586011215654,-0.00501686828408765,-0.00360446175544693,-0.00829865305777799,-0.00374889996451788,-0.000622305634341735,0.00157705489469206,-0.00470404462962204,-0.005695945768037,-0.000311289905774448
"21",92.201263,34.738945,26.620342,17.155052,18.297955,17.696005,21.784365,14.963973,22.636557,24.116682,0.00695619083970822,-0.0240470155547654,0.00330469836946312,0.00600005056636643,-0.000626267302745731,0.0027954376188517,0.00283153752000098,0.00256885866062317,0.00853179824709294,0.00620534630057978
"22",91.131264,34.393341,26.588404,16.91823,18.171877,17.465479,21.462704,14.957568,22.444248,23.922731,-0.0116729002432603,-0.009998421840689,-0.00120047947890489,-0.0139009687150633,-0.0069141257499763,-0.0131126037257778,-0.0148757795189907,-0.000428119667889248,-0.00853179824709294,-0.00807470540130506
"23",90.678848,34.078613,26.460646,16.799805,18.097383,17.377655,21.27107,14.861607,22.394377,23.877987,-0.00497680716251026,-0.00919296728367947,-0.00481660828971187,-0.00702445957800624,-0.00410783703626549,-0.00504111863119405,-0.00896879758732094,-0.00643621637850078,-0.0022244669886522,-0.00187210631723822
"24",90.915855,34.74511,26.452656,16.752424,18.148956,17.481947,21.654325,14.829624,22.472733,23.661669,0.00261028687133535,0.0193688399083265,-0.000302003456927658,-0.00282431498041724,0.00284569621241593,0.00598356293132118,0.0178572700088404,-0.00215437429120424,0.00349280707671928,-0.00910059142903563
"25",90.111511,33.294819,26.292976,16.705061,18.028605,17.377655,21.086277,14.759246,22.30891,23.624361,-0.00888649391530905,-0.0426370433883139,-0.00605473787175859,-0.0028312368152057,-0.00665337522164711,-0.00598356293132118,-0.0265827538035994,-0.00475706795963093,-0.00731655740339487,-0.00157797166483986
"26",90.930206,33.301018,26.476614,17.028744,18.143227,17.372164,21.120497,14.823219,22.415741,23.930187,0.00904433071365229,0.000186167793578829,0.00696002153186592,0.019191012349403,0.00633765984858226,-0.000316030425695057,0.0016215410113154,0.00432506890310824,0.00477728504482711,0.0128622909536218
"27",90.779373,32.541924,26.468636,16.949795,18.189081,17.432549,21.188932,14.868004,22.543962,23.952576,-0.00166015501739469,-0.0230587398187252,-0.00030136792480473,-0.00464700039473165,0.00252414596649642,0.00346993584395072,0.00323497911926562,0.00301671870937481,0.00570383428135113,0.000935159135726504
"28",90.944557,32.424675,26.564455,17.084013,18.292221,17.443523,21.147871,14.848813,22.693542,23.900364,0.0018179669072147,-0.00360952024899808,0.00361355909899741,0.00788737456680355,0.0056544185184535,0.000629314010027748,-0.00193973139041859,-0.00129159207514595,0.00661312105707923,-0.00218218653730329
"29",90.779373,32.295067,26.500572,16.926121,18.223457,17.421566,20.935713,14.829624,22.722038,23.870527,-0.0018179669072147,-0.004005212915136,-0.0024077263114024,-0.00928506393726947,-0.0037662771198641,-0.0012595409065379,-0.0100827817979003,-0.00129312757770617,0.00125489991494421,-0.00124917091790788
"30",91.741684,31.93095,26.796005,17.155052,18.441217,17.4051,21.496908,15.015152,22.992702,24.101765,0.0105447550278637,-0.0113387352389709,0.011086491576132,0.013434657504487,0.0118786033941425,-0.000945597332051573,0.0264526541488115,0.012433022777893,0.011841570695339,0.00964055630036675
"31",92.064835,31.758162,26.915768,17.249802,18.550102,17.432549,21.401102,15.111112,23.056807,24.2435,0.00351621188088913,-0.00542599570007907,0.00445947663937574,0.00550795765856105,0.00588707390912813,0.00157582422856173,-0.00446669480884099,0.00637054262918246,0.00278417914987861,0.00586346588743636
"32",92.754242,32.486374,27.003601,17.40769,18.658983,17.569761,21.681705,15.18149,23.120914,24.400146,0.00746037918519615,0.0226709767147484,0.00325794160126858,0.00911139745993417,0.00585240463559655,0.00784020842366129,0.0130264013615449,0.00464655539491154,0.00277653551521961,0.00644057567090606
"33",92.502914,32.714729,26.84391,17.312956,18.58449,17.728935,21.661175,15.117521,23.177902,24.385229,-0.00271328956586636,0.00700466474292583,-0.00593124789580468,-0.00545693965969418,-0.00400033043859205,0.00901875122552775,-0.000947329828353105,-0.00422252033543424,0.00246174886113382,-0.000611535750822068
"34",92.273125,33.356541,26.700184,17.123486,18.527184,17.756384,21.668015,15.098318,23.085302,24.258417,-0.00248721771182758,0.0194284804388491,-0.00536852281763167,-0.011004151469983,-0.00308830291766782,0.00154706263030668,0.000315722498242632,-0.0012710553948434,-0.00400318679456113,-0.00521393019275784
"35",92.833229,32.733234,26.899797,17.210323,18.876751,17.82225,21.756987,15.219871,23.32748,24.467285,0.00605171780762515,-0.0188629929998241,0.00744828334269121,0.00505840672449542,0.01869200007435,0.00370256346807851,0.00409773726653517,0.00801852981974527,0.0104359268071574,0.00857326916834866
"36",92.696808,32.696194,26.756075,17.123486,18.80798,17.800295,21.647484,15.226268,23.249125,24.377768,-0.00147060849868108,-0.00113221237259875,-0.00535718974910138,-0.00505840672449542,-0.00364981118438745,-0.00123264650405508,-0.00504571210286464,0.00042021749254495,-0.00336456785190498,-0.00366534970164301
"37",92.933792,33.097347,26.708168,17.131378,18.848099,17.855185,21.70908,15.149494,23.263384,24.377768,0.00255328732167026,0.0121944484214582,-0.00179211413586478,0.000460781285812839,0.00213081214215416,0.00307891204166744,0.00284137098321269,-0.00505496214261036,0.000613125404466786,0
"38",92.969696,32.523407,26.94771,17.289274,18.882484,17.997902,21.531128,15.258259,23.412954,24.564253,0.00038626494674876,-0.0174930826236803,0.00892888534802916,0.00917455645756027,0.0018226598576101,0.00796125331139885,-0.00823090419238204,0.00715379816809092,0.00640883661193348,0.00762068662864257
"39",92.086403,32.301243,26.724142,17.091902,18.6991,17.877138,21.257374,15.053536,23.14229,24.2435,-0.00954629123558259,-0.00685433302937088,-0.00833096994905436,-0.0114815251354861,-0.00975932549959202,-0.00673250572831607,-0.0127958550745308,-0.0135080164612349,-0.0116277792290211,-0.0131437158226744
"40",92.90506,32.850491,26.923758,17.43137,18.79652,17.827738,21.585888,15.111112,23.32748,24.265877,0.00885081215067363,0.0168609790861711,0.00744174221988647,0.0196666724690799,0.00519635195853452,-0.00276713082668945,0.0153359209010868,0.00381745345883022,0.00797038506452585,0.000922584579357011
"41",92.897881,33.39975,26.748095,17.470848,18.68191,17.816757,21.715916,15.027947,23.263384,24.221123,-7.72754184072966e-05,0.0165817233782337,-0.00654583799197317,0.00226220676496691,-0.00611607035093353,-0.000616140043358637,0.00600568007848734,-0.00551876626792325,-0.00275144244743819,-0.00184602110707477
"42",92.467003,33.405926,26.732126,17.36821,18.636065,17.728935,21.722769,15.066324,23.320354,24.139071,-0.00464897953430388,0.000184894469673402,-0.000597192763081456,-0.00589213961771051,-0.00245699414628842,-0.00494136834903225,0.000315525207858158,0.00255045359317263,0.0024459191489532,-0.00339337260456674
"43",92.043312,32.245689,26.564455,17.297169,18.578758,17.443523,21.428471,15.015152,23.199265,24.012247,-0.0045926076784264,-0.0353489495064196,-0.00629201911346922,-0.00409867721061818,-0.00307979674105141,-0.0162296456391613,-0.0136405147646133,-0.00340222995443185,-0.00520594433406396,-0.0052677392245255
"44",91.899643,31.770489,26.444681,17.18664,18.641798,17.361191,21.223156,15.117521,23.213512,24.019716,-0.00156210417751179,-0.0148465198458529,-0.00451900230289182,-0.00641050868319226,0.00338737875267059,-0.00473109209122047,-0.00962760862085466,0.00679457768865976,0.000613925792351644,0.000311001241410924
"45",92.093582,31.770489,26.492584,17.170853,18.653254,17.344728,21.093121,15.283851,23.185022,24.183819,0.00210811101141584,0,0.00180980309712186,-0.000918984462053629,0.000614344249221244,-0.000948714323617761,-0.00614588137349781,0.0109423784974267,-0.00122805619593658,0.00680878006051078
"46",91.475975,31.542141,26.388788,17.068214,18.538637,17.295324,21.052052,15.309438,23.156525,24.101765,-0.00672888620990353,-0.00721337875655825,-0.00392562179724498,-0.00599545001912505,-0.00616356736762347,-0.00285242259435403,-0.00194893080635694,0.00167272018160691,-0.00122986846304407,-0.00339869883254806
"47",92.344887,31.714952,26.636309,17.147163,18.704826,17.4051,21.428471,15.45018,23.398712,24.191294,0.00945397015665428,0.00546378031974504,0.00933606204878012,0.00461483385745876,0.00892452471664251,0.00632709077060278,0.0177224208007094,0.00915115279945367,0.0104043798444082,0.00370774204075675
"48",92.517288,32.338264,26.628323,17.210323,18.710562,17.427055,21.476379,15.462988,23.384462,24.176363,0.00186518469752617,0.0194629314491879,-0.000299861268536983,0.00367664101780241,0.000306611816771163,0.00126061697345392,0.00223322164794304,0.000828643685621966,-0.000609193401059471,-0.00061739606176392
"49",93.486786,32.93689,26.915768,17.40769,18.928326,17.613676,21.873337,15.424591,23.605268,24.347935,0.010424575751391,0.0183421331515095,0.0107368621268771,0.0114026844051818,0.0115713530011354,0.0106517620593456,0.0183147264854151,-0.00248624340411752,0.00939812274794782,0.00707162069586387
"50",93.903259,33.109692,27.067476,17.510317,18.951246,17.728935,22.1334,15.367017,23.96142,24.429995,0.00444499264324527,0.00523274298432019,0.00562057364992086,0.0058781874639342,0.00121015109659295,0.00652240484495126,0.0118193733612837,-0.00373959470357033,0.0149751294729312,0.00336463959890843
"51",94.097176,33.634274,27.123363,17.399792,19.014282,17.82225,22.167622,15.418202,23.975664,24.429995,0.00206294276682417,0.0157195573954727,0.00206260027874583,-0.00633199794844685,0.00332069965812476,0.0052496260983852,0.00154497595144321,0.00332530018158073,0.000594278968625073,0
"52",94.175728,33.20779,27.168886,17.455059,19.070171,17.779114,22.138739,15.40919,24.158693,24.487616,0.000834448323567827,-0.0127611196324398,0.00167696168446874,0.00317126854555116,0.0029350055320565,-0.00242327912542306,-0.00130378588715097,-0.000584674840915955,0.00760495801901184,0.00235583976697518
